current_income_tax_dev,3322
current_council,2716
current_ndr,1100
current_property,0
current_ltt,271
current_ldt,27
current_tourism,0
current_income_tax_nondev,5315
current_ni,6111
current_vat,9157
current_corporation,2698
current_duties,2500
current_env_levy,1300
current_other,2500
current_blockgrant,19000
ndr_multiplier,0.562
av_band_d_rate,2024
