N;TaxableIncome
70.64999702;1055.111521
76.33621473;1055.33702
61.89422816;1055.562519
83.38108622;1056.013518
44.03044686;1056.013518
61.18974101;1056.690016
61.69294611;1056.690016
63.60512552;1057.592014
58.06986934;1058.043012
69.79454834;1058.494011
61.74326663;1058.494011
84.48813746;1058.94501
51.47788244;1059.170509
61.1394205;1059.621508
83.88429133;1059.621508
58.97563854;1059.621508
69.74422783;1059.847007
86.95384248;1060.749005
41.76602388;1061.876501
57.81826679;1062.3275
49.61602355;1063.454997
64.86313829;1063.454997
58.72403598;1063.680496
62.90063837;1064.131495
109.3464697;1064.582494
54.14486951;1066.837487
63.15224092;1067.288486
71.9583303;1068.866982
102.2512777;1069.092481
73.26666357;1069.31798
65.66826646;1069.54348
86.19903482;1069.54348
49.8676261;1069.54348
70.549356;1069.768979
64.56121522;1069.768979
70.34807395;1069.768979
79.55672741;1069.994479
59.68012569;1070.219978
50.01858763;1070.670977
67.88236893;1070.896476
71.9583303;1070.896476
80.51281712;1071.121975
58.06986934;1071.121975
69.09006119;1071.347475
62.34711275;1071.572974
98.12499586;1072.023973
51.17595938;1073.15147
65.26570237;1073.376969
75.17884298;1073.376969
60.28397182;1074.278966
57.91890781;1074.278966
53.08813879;1075.857462
58.77435649;1076.082961
51.52820295;1076.759459
63.55480501;1076.984959
50.47147223;1077.210458
51.37724142;1077.435958
60.83749743;1077.886956
65.56762544;1078.563454
46.89871597;1078.788954
68.78813812;1078.788954
57.56666424;1078.788954
79.55672741;1079.239952
59.98204875;1081.043947
65.91986901;1081.494946
60.58589488;1081.494946
56.30865147;1081.720445
65.31602288;1082.396944
79.75800945;1082.622443
60.2336513;1083.298941
413.735239;1084.200938
123.4362127;1084.426438
55.00031819;1086.455932
68.43589455;1086.455932
51.17595938;1086.681431
102.5532008;1086.906931
58.37179241;1087.808928
62.29679224;1088.485426
55.00031819;1088.710926
50.87403631;1088.936425
62.04518969;1088.936425
54.84935666;1088.936425
45.1374981;1089.161924
67.42948433;1089.161924
87.05448351;1089.612923
54.5474336;1089.838423
90.7782013;1090.514921
53.03781827;1090.965919
60.88781794;1091.416918
208.6288373;1091.416918
51.93076704;1091.642417
55.5035233;1091.867917
86.04807329;1092.093416
63.9573691;1092.093416
85.64550921;1092.318916
50.37083121;1092.318916
81.61986835;1092.544415
82.92820163;1094.12291
65.26570237;1094.12291
50.57211325;1094.573909
68.18429199;1095.250407
66.27211259;1095.250407
75.7323686;1095.250407
88.9163424;1095.475907
63.20256144;1095.926905
55.80544636;1096.377904
71.25384315;1096.603403
77.44326596;1096.828903
64.61153573;1097.054402
59.22724109;1097.7309
47.5025621;1098.181899
81.41858631;1098.181899
80.9153812;1098.407398
61.24006152;1098.858397
80.36185558;1099.083896
95.40768828;1099.534895
66.47339463;1100.662392
41.66538286;1100.662392
95.5083293;1101.113391
45.03685707;1101.564389
64.96377931;1101.789889
70.0964714;1102.015388
42.01762643;1102.466387
68.13397148;1102.691886
55.65448483;1102.917386
91.93557304;1103.142885
61.84390765;1103.593884
55.5035233;1103.593884
88.56409883;1103.819383
63.40384348;1103.819383
51.2766004;1104.044882
55.25192075;1104.495881
51.47788244;1104.72138
53.54102338;1104.94688
327.1839606;1104.94688
63.55480501;1105.172379
67.47980484;1105.172379
73.11570204;1105.397879
47.60320312;1105.623378
66.07083055;1105.623378
49.66634406;1106.074377
70.64999702;1106.299876
52.63525419;1106.525375
63.00127939;1106.976374
86.65191942;1107.427373
123.2852512;1107.652872
73.8705097;1107.878372
84.1862144;1108.55487
61.24006152;1109.005868
54.44679257;1109.907866
59.2775616;1110.584364
169.8820441;1111.260862
58.06986934;1111.486361
49.96826712;1112.388359
60.93813845;1112.839358
66.72499718;1113.064857
79.20448384;1113.515856
50.11922865;1113.515856
68.58685608;1114.192354
62.34711275;1114.868852
44.13108788;1114.868852
61.24006152;1115.54535
51.88044653;1115.770849
87.60800912;1116.221848
61.89422816;1117.123845
66.67467667;1118.251342
61.84390765;1118.251342
51.62884398;1118.702341
80.66377865;1120.280837
71.00224059;1120.506336
56.56025402;1120.506336
64.76249727;1121.182834
64.56121522;1121.408333
79.45608639;1121.633833
59.17692058;1121.633833
59.12660007;1121.859332
67.78172791;1122.084831
56.56025402;1122.53583
51.32692091;1122.53583
49.4147415;1122.76133
62.90063837;1122.986829
48.50897231;1124.114326
91.93557304;1124.339825
53.49070287;1124.565324
67.17788178;1124.565324
50.21986968;1124.790824
72.00865081;1124.790824
56.05704892;1125.016323
54.14486951;1125.241823
69.79454834;1125.467322
103.7608931;1125.918321
53.39006185;1126.369319
60.43493335;1126.594819
64.15865114;1126.594819
59.2775616;1126.820318
59.2775616;1127.271317
77.49358647;1127.271317
78.80191975;1127.271317
47.45224159;1127.496816
47.15031852;1128.398814
95.10576522;1128.624313
83.58236827;1128.624313
57.61698475;1128.849812
91.68397049;1128.849812
64.10833063;1129.075312
69.19070221;1129.300811
54.94999768;1130.428308
54.14486951;1130.879307
58.37179241;1131.555805
71.35448417;1131.781304
114.3282003;1132.232303
51.62884398;1132.457802
60.53557437;1132.683302
89.57050904;1132.683302
71.65640723;1132.908801
76.63813779;1132.908801
52.43397215;1133.1343
71.80736876;1133.585299
62.29679224;1134.036298
55.00031819;1134.938295
61.34070254;1134.938295
61.34070254;1135.389294
96.16249594;1135.840293
59.88140773;1136.065792
68.33525353;1136.065792
59.12660007;1136.065792
44.73493401;1136.74229
60.33429233;1136.74229
64.35993318;1136.967789
70.34807395;1136.967789
49.06249793;1137.193289
104.0628161;1137.418788
117.0455079;1137.418788
62.34711275;1137.869787
67.47980484;1138.320786
50.16954916;1138.320786
47.35160057;1138.771784
61.6426256;1138.771784
56.35897198;1138.997284
59.62980518;1139.222783
54.84935666;1140.35028
49.56570304;1140.575779
69.24102272;1141.928775
69.59326629;1142.605274
52.6855747;1143.056272
53.94358747;1143.507271
51.57852346;1143.73277
60.73685641;1143.73277
59.62980518;1143.95827
60.43493335;1144.183769
80.41217609;1144.634768
94.65288062;1144.860267
56.71121556;1144.860267
89.06730393;1145.762265
62.59871531;1145.762265
63.55480501;1146.889761
44.63429299;1147.791759
48.9115364;1147.791759
64.10833063;1148.242758
189.0038382;1148.242758
54.34615155;1149.144755
60.48525386;1149.595754
95.30704726;1149.821253
65.31602288;1150.723251
62.5483948;1150.723251
63.10192041;1150.723251
66.72499718;1151.174249
51.93076704;1151.850747
76.1852532;1151.850747
118.9576873;1152.301746
93.29422683;1152.752745
59.17692058;1152.752745
61.39102305;1152.752745
61.74326663;1152.752745
70.19711242;1152.978244
69.94550987;1152.978244
71.9583303;1152.978244
58.01954883;1153.203744
71.00224059;1153.203744
95.5083293;1153.429243
60.08268977;1153.654742
61.84390765;1154.105741
71.55576621;1154.33124
64.10833063;1154.782239
63.85672807;1154.782239
69.89518936;1154.782239
56.9124976;1155.233238
44.38269043;1156.360735
61.18974101;1156.360735
61.49166407;1157.037233
54.34615155;1157.262732
60.48525386;1157.488231
70.0964714;1157.93923
61.59230509;1157.93923
63.15224092;1158.16473
82.72691959;1158.390229
57.61698475;1158.390229
81.26762478;1158.841228
58.62339496;1159.066727
62.34711275;1159.517726
59.57948467;1159.968724
69.94550987;1159.968724
72.51185591;1160.870722
54.24551053;1161.54722
55.15127972;1161.54722
54.69839513;1161.772719
67.63076638;1162.223718
79.30512486;1162.223718
60.38461284;1162.674717
60.58589488;1162.674717
53.89326696;1163.125716
51.12563887;1163.802214
63.10192041;1164.027713
52.43397215;1164.478712
51.07531836;1164.92971
54.34615155;1164.92971
65.8695485;1165.831708
55.80544636;1166.282707
60.98845896;1167.410203
74.12211226;1167.635703
52.18236959;1167.861202
64.56121522;1168.7632
106.7801237;1169.214198
79.00320179;1169.439698
63.80640756;1169.439698
70.90159957;1169.439698
55.65448483;1169.665197
51.77980551;1169.890696
63.0515999;1170.792694
68.53653557;1171.243693
71.25384315;1171.243693
61.49166407;1171.243693
75.53108656;1171.469192
71.35448417;1171.469192
54.64807462;1171.694691
61.6426256;1171.920191
66.22179208;1171.920191
115.9887772;1172.596689
68.13397148;1172.822188
69.44230476;1173.047688
58.87499752;1173.047688
72.10929183;1173.724186
88.46345781;1173.949685
60.18333079;1174.175184
90.27499619;1175.528181
69.74422783;1175.528181
47.30128006;1175.528181
57.46602322;1175.75368
87.05448351;1176.430178
60.53557437;1176.430178
88.06089372;1177.332175
91.83493202;1177.557675
65.8695485;1178.008674
58.47243343;1178.008674
97.82307279;1179.13617
65.97018952;1179.13617
53.99390798;1179.13617
59.52916415;1179.13617
52.73589521;1179.36167
52.98749776;1179.36167
60.53557437;1179.587169
60.18333079;1180.263667
50.11922865;1180.489167
56.50993351;1180.714666
74.27307379;1180.940165
93.34454734;1181.165665
72.00865081;1181.391164
55.30224126;1181.391164
47.45224159;1181.391164
87.9602527;1181.616663
100.0874958;1181.616663
95.10576522;1181.842163
59.68012569;1181.842163
50.21986968;1181.842163
64.10833063;1181.842163
48.86121589;1182.067662
52.33333112;1182.96966
75.63172758;1183.195159
97.92371382;1183.646158
58.62339496;1184.097156
53.69198491;1184.097156
48.40833129;1184.322656
72.05897132;1184.322656
73.26666357;1184.999154
46.89871597;1185.224653
55.55384381;1185.901151
79.9592915;1186.803149
64.35993318;1186.803149
71.60608672;1187.705146
101.7480726;1187.930646
67.22820229;1188.156145
96.36377798;1188.832643
64.66185625;1188.832643
56.30865147;1188.832643
72.10929183;1188.832643
86.29967585;1188.832643
54.84935666;1189.058142
55.75512585;1189.509141
56.71121556;1189.73464
70.59967651;1189.96014
64.25929216;1190.411139
66.22179208;1190.411139
102.3519188;1190.411139
67.17788178;1190.636638
72.86409949;1190.862137
69.79454834;1191.313136
45.99294678;1191.538635
91.58332947;1192.215133
63.30320246;1192.440633
50.11922865;1192.440633
62.04518969;1192.666132
75.43044553;1192.891632
60.48525386;1192.891632
58.57307445;1193.117131
57.81826679;1193.793629
45.84198524;1194.470127
63.00127939;1194.695626
92.38845764;1194.695626
60.03236926;1194.921126
74.07179175;1194.921126
61.69294611;1196.048623
59.78076671;1197.627118
82.22371448;1197.627118
61.94454867;1197.852617
84.33717593;1198.078117
76.58781728;1198.303616
66.37275361;1198.303616
70.59967651;1198.303616
67.02692025;1198.754615
52.38365164;1199.205614
58.92531803;1199.205614
68.88877914;1200.107611
85.09198359;1200.107611
68.93909965;1200.107611
62.90063837;1200.107611
63.70576654;1200.784109
65.06442033;1200.784109
64.35993318;1201.009609
51.12563887;1201.009609
65.76890748;1201.009609
73.26666357;1201.009609
71.40480468;1201.009609
58.57307445;1201.235108
56.10736943;1201.235108
60.83749743;1201.460607
87.004163;1201.686107
89.62082955;1201.911606
73.8705097;1201.911606
109.3967903;1202.137105
66.72499718;1202.362605
83.93461184;1202.588104
65.21538186;1202.588104
69.24102272;1202.813603
61.44134356;1203.264602
68.63717659;1203.715601
51.88044653;1203.9411
63.20256144;1204.843098
113.0701875;1205.068597
45.69102371;1205.068597
60.63621539;1205.745095
70.85127906;1206.196094
92.94198326;1206.647093
116.0894182;1206.647093
47.55288261;1206.872592
55.10095921;1207.098091
66.97659974;1207.098091
57.91890781;1207.323591
68.78813812;1207.54909
58.77435649;1208.225588
100.3390983;1208.451088
66.27211259;1208.451088
50.16954916;1208.902086
87.80929117;1208.902086
87.80929117;1209.127586
64.61153573;1209.353085
75.32980451;1209.353085
53.6416644;1210.029583
63.80640756;1210.255082
89.31890649;1210.480582
57.61698475;1210.706081
53.79262594;1211.382579
69.6435868;1211.833578
45.1374981;1212.059077
87.45704759;1212.059077
74.87691992;1212.059077
57.31506168;1212.284577
62.69935633;1212.284577
97.77275228;1212.284577
77.24198392;1212.510076
73.26666357;1212.510076
59.32788211;1212.510076
57.06345913;1213.412074
68.43589455;1214.314071
96.86698309;1214.53957
91.38204743;1214.76507
57.06345913;1214.990569
59.68012569;1215.216068
63.35352297;1215.892567
63.45416399;1217.245563
79.65736843;1217.922061
74.92724043;1218.14756
50.52179274;1218.37306
64.25929216;1218.598559
87.75897066;1218.824058
69.54294578;1218.824058
100.2384573;1218.824058
44.43301095;1219.275057
62.44775377;1219.500556
71.10288161;1219.500556
73.11570204;1219.726056
62.74967684;1219.951555
85.39390665;1220.402554
56.76153607;1220.402554
105.7737135;1220.628053
76.1852532;1221.079052
61.39102305;1221.304551
64.10833063;1221.530051
62.85031786;1221.530051
70.19711242;1221.530051
50.47147223;1221.75555
57.71762577;1221.981049
62.64903582;1222.432048
51.98108755;1223.334046
58.37179241;1223.785044
66.12115106;1224.236043
64.41025369;1225.13804
82.12307346;1225.36354
51.17595938;1225.36354
54.64807462;1225.36354
59.02595905;1225.36354
69.54294578;1225.589039
82.67659908;1225.814539
109.7993543;1225.814539
196.2499917;1225.814539
78.90256077;1226.040038
96.16249594;1226.040038
47.15031852;1226.491037
78.90256077;1226.491037
53.23910032;1226.491037
53.84294645;1227.167535
63.9573691;1227.393034
44.73493401;1227.393034
58.17051037;1227.393034
63.80640756;1227.393034
61.94454867;1227.393034
59.07627956;1227.393034
72.81377898;1227.393034
66.07083055;1227.844033
64.30961267;1228.069532
61.79358714;1228.069532
57.06345913;1228.069532
75.07820196;1228.295032
75.53108656;1228.295032
57.21442066;1229.197029
62.19615122;1229.197029
52.43397215;1229.197029
73.3673046;1229.422528
60.93813845;1229.648028
83.02884265;1229.648028
53.54102338;1229.648028
71.25384315;1229.873527
66.17147157;1230.099026
62.79999735;1230.324526
95.9612139;1230.550025
68.93909965;1230.550025
68.53653557;1230.775525
61.6426256;1231.001024
97.31986769;1231.226523
95.9612139;1231.452023
74.27307379;1231.452023
83.53204776;1231.452023
61.59230509;1231.452023
61.89422816;1231.677522
57.8685873;1231.677522
63.90704859;1231.903021
71.30416366;1232.128521
70.04615089;1232.128521
58.06986934;1232.35402
63.00127939;1232.579519
64.96377931;1232.579519
57.76794628;1232.805019
64.00768961;1233.030518
60.43493335;1233.030518
51.729485;1233.256018
85.64550921;1233.256018
65.8695485;1233.256018
60.03236926;1233.481517
66.42307412;1233.707016
66.3224331;1234.609014
71.75704825;1234.609014
74.17243277;1235.285512
91.43236794;1235.511011
47.80448516;1235.511011
90.72788079;1235.96201
66.27211259;1236.187509
64.05801012;1237.089507
76.28589422;1237.540505
92.64006019;1237.766005
63.35352297;1237.991504
77.1413429;1238.217004
65.66826646;1238.668002
73.66922766;1239.119001
58.47243343;1239.3445
72.91442;1239.57
61.79358714;1239.795499
66.92627923;1240.246498
59.52916415;1240.246498
68.03333046;1240.471997
63.45416399;1240.697497
68.93909965;1240.697497
102.8048034;1240.697497
77.1413429;1241.148495
68.08365097;1241.148495
61.03877948;1241.373995
85.89711176;1241.373995
55.5035233;1241.824993
84.08557337;1242.275992
77.24198392;1242.275992
87.35640657;1242.501491
53.08813879;1242.501491
62.34711275;1242.95249
41.21249826;1242.95249
65.76890748;1242.95249
73.92083021;1242.95249
76.33621473;1243.403489
50.62243376;1243.403489
69.99583038;1243.628988
53.6416644;1243.628988
74.82659941;1243.628988
54.5474336;1243.628988
94.099355;1243.854488
126.0025588;1244.079987
57.71762577;1244.305486
59.88140773;1244.530986
63.10192041;1245.432983
47.5025621;1245.658482
62.5483948;1246.109481
61.39102305;1246.109481
78.49999669;1246.334981
59.68012569;1246.56048
77.04070188;1246.785979
75.32980451;1246.785979
50.01858763;1246.785979
76.13493268;1247.011479
53.49070287;1247.462477
53.28942083;1247.462477
81.92179141;1247.462477
62.49807429;1247.687977
65.01409982;1247.687977
63.00127939;1247.913476
62.90063837;1247.913476
83.83397082;1248.589974
53.49070287;1248.815474
56.50993351;1249.491972
93.74711143;1249.491972
77.09102239;1249.94297
52.88685674;1250.393969
74.42403532;1250.619468
61.03877948;1250.844968
66.92627923;1251.070467
56.05704892;1251.295967
89.01698342;1251.295967
63.35352297;1251.972465
60.48525386;1251.972465
58.77435649;1252.648963
60.48525386;1252.648963
63.5044845;1252.874462
74.22275328;1253.099961
54.24551053;1253.325461
64.35993318;1253.77646
63.45416399;1254.001959
73.46794562;1254.227458
53.74230542;1254.227458
51.83012602;1254.678457
66.92627923;1254.678457
53.23910032;1255.129456
86.75256044;1255.129456
43.2756392;1255.580454
55.40288228;1255.805954
58.77435649;1256.256953
63.15224092;1256.482452
61.44134356;1256.482452
48.15672874;1256.933451
91.2814064;1257.15895
66.57403565;1257.15895
67.78172791;1257.15895
64.56121522;1257.15895
51.52820295;1257.609949
58.62339496;1257.609949
67.53012536;1258.286447
65.16506135;1258.511946
78.75159924;1258.737446
58.17051037;1259.864942
66.57403565;1259.864942
69.74422783;1260.315941
54.49711308;1260.76694
74.72595839;1261.217939
73.46794562;1261.668937
51.729485;1261.894437
208.0249912;1261.894437
75.98397115;1262.119936
101.7983931;1262.345435
62.64903582;1262.796434
61.79358714;1263.021933
84.1862144;1263.698432
42.42019052;1264.14943
86.40031687;1264.37493
72.05897132;1264.37493
71.9583303;1264.825928
53.49070287;1265.276927
57.56666424;1265.502426
69.34166374;1265.502426
60.63621539;1265.502426
50.42115172;1265.502426
77.89615056;1265.953425
69.24102272;1265.953425
58.42211292;1265.953425
71.9583303;1265.953425
90.67756028;1265.953425
85.49454767;1266.404424
53.69198491;1266.855423
61.74326663;1267.531921
56.10736943;1267.75742
63.0515999;1269.110416
60.6865359;1269.335916
51.07531836;1269.561415
53.03781827;1269.786914
78.0974326;1269.786914
63.55480501;1270.012414
58.72403598;1270.463412
66.3224331;1270.463412
54.84935666;1270.688912
58.01954883;1270.688912
59.32788211;1270.688912
59.42852313;1270.688912
46.54647239;1271.139911
60.28397182;1271.139911
108.5413416;1271.139911
76.88974035;1271.816409
84.73974001;1272.267407
72.36089438;1272.492907
51.52820295;1272.492907
44.03044686;1272.492907
52.6855747;1272.718406
114.7307644;1272.718406
65.8695485;1272.718406
58.22083088;1272.718406
83.2804452;1273.169405
62.59871531;1274.071402
78.0974326;1274.522401
59.83108722;1274.522401
88.31249627;1274.9734
69.89518936;1275.424398
53.74230542;1275.649898
59.02595905;1275.875397
59.32788211;1276.100897
60.33429233;1276.100897
68.73781761;1276.100897
79.70768894;1276.100897
69.19070221;1276.326396
128.4179433;1276.326396
64.71217676;1277.453893
44.03044686;1277.679392
76.73877881;1277.904891
69.1403817;1277.904891
50.16954916;1278.130391
45.79166473;1278.130391
